page_title,date,pageviews,animal,animal_class,image_count
Eastern_bent-wing_bat,20250315,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250316,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250317,8,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250318,6,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250319,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250320,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250321,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250322,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250323,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250324,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250325,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250326,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250327,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250328,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250329,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250330,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250331,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250401,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250402,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250403,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250404,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250405,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250406,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250407,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250408,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250409,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250410,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250411,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250412,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250414,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250415,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250416,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250417,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250418,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250419,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250420,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250421,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250422,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250423,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250424,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250425,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250426,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250427,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250428,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250429,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250430,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250501,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250502,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250503,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250504,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250505,6,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250506,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250507,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250508,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250509,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250510,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250511,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250512,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250513,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250514,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250515,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250516,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250517,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250518,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250519,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250520,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250521,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250522,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250523,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250524,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250525,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250526,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250527,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250528,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250529,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250531,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250601,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250602,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250603,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250604,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250605,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250606,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250607,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250608,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250609,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250610,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250611,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250612,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250613,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250614,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250615,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250616,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250617,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250618,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250619,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250620,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250621,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250622,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250623,6,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250624,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250625,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250626,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250627,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250628,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250629,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250630,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250701,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250702,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250703,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250704,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250705,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250706,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250707,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250708,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250709,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250710,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250711,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250712,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250713,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250714,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250715,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250716,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250717,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250718,6,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250719,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250720,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250721,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250722,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250723,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250724,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250725,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250726,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250727,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250728,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250729,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250730,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250731,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250801,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250802,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250803,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250804,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250805,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250806,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250807,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250808,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250809,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250810,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250811,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250812,6,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250813,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250814,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250815,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250816,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250817,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250818,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250819,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250820,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250821,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250822,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250823,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250824,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250825,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250826,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250827,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250828,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250829,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250830,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250831,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250901,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250902,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250903,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250904,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250905,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250906,7,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250907,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250908,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250909,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250910,7,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250911,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250912,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250913,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250914,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250915,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250916,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250917,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250918,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250919,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250920,6,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250921,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250922,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250923,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250924,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250925,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250926,6,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250927,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250928,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250929,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20250930,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251001,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251002,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251003,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251004,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251005,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251006,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251007,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251008,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251009,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251011,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251012,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251013,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251014,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251015,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251016,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251017,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251018,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251019,6,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251020,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251021,6,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251022,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251023,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251024,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251025,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251026,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251027,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251028,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251029,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251030,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251031,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251101,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251102,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251103,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251104,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251105,8,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251106,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251107,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251108,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251109,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251110,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251111,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251112,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251113,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251114,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251115,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251116,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251117,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251118,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251119,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251120,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251121,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251122,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251123,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251124,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251125,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251126,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251127,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251128,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251129,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251130,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251201,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251202,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251203,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251204,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251205,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251206,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251207,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251208,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251209,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251210,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251211,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251212,3,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251213,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251214,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251215,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251216,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251217,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251218,2,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251219,4,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251220,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251221,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251222,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251223,0,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251224,1,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251225,5,Eastern bent-wing bat,Mammal,3
Eastern_bent-wing_bat,20251226,1,Eastern bent-wing bat,Mammal,3
